CIE10,DIAGNO,CLASIFICA,CDIAG
X923,AGRESION POR AHOGAMIENTO Y SUMERSION EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X923      AGRESION POR AHOGAMIENTO Y SUMERSION EN AREAS DEPORTE Y ATLETISMO
X924,AGRESION POR AHOGAMIENTO Y SUMERSION EN CALLES Y CARRETERAS,AGRESIONES,X924      AGRESION POR AHOGAMIENTO Y SUMERSION EN CALLES Y CARRETERAS
X925,AGRESION POR AHOGAMIENTO Y SUMERSION EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X925      AGRESION POR AHOGAMIENTO Y SUMERSION EN COMERCIO Y AREA SERVICIOS
X926,AGRESION POR AHOGAMIENTO Y SUMERSION EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X926      AGRESION POR AHOGAMIENTO Y SUMERSION EN AREA INDUSTRIAL Y CONSTRUCCION
X927,AGRESION POR AHOGAMIENTO Y SUMERSION EN GRANJA,AGRESIONES,X927      AGRESION POR AHOGAMIENTO Y SUMERSION EN GRANJA
X928,AGRESION POR AHOGAMIENTO Y SUMERSION EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X928      AGRESION POR AHOGAMIENTO Y SUMERSION EN OTRO LUGAR ESPECIFICADO
X929,AGRESION POR AHOGAMIENTO Y SUMERSION EN LUGAR NO ESPECIFICADO,AGRESIONES,X929      AGRESION POR AHOGAMIENTO Y SUMERSION EN LUGAR NO ESPECIFICADO
X93,AGRESION CON DISPARO DE ARMA CORTA,AGRESIONES,X93       AGRESION CON DISPARO DE ARMA CORTA
X930,AGRESION CON DISPARO DE ARMA CORTA EN VIVIENDA,AGRESIONES,X930      AGRESION CON DISPARO DE ARMA CORTA EN VIVIENDA
X931,AGRESION CON DISPARO DE ARMA CORTA EN INSTITUCION RESIDENCIAL,AGRESIONES,X931      AGRESION CON DISPARO DE ARMA CORTA EN INSTITUCION RESIDENCIAL
X932,AGRESION CON DISPARO DE ARMA CORTA EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X932      AGRESION CON DISPARO DE ARMA CORTA EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X933,AGRESION CON DISPARO DE ARMA CORTA EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X933      AGRESION CON DISPARO DE ARMA CORTA EN AREAS DEPORTE Y ATLETISMO
X934,AGRESION CON DISPARO DE ARMA CORTA EN CALLES Y CARRETERAS,AGRESIONES,X934      AGRESION CON DISPARO DE ARMA CORTA EN CALLES Y CARRETERAS
X935,AGRESION CON DISPARO DE ARMA CORTA EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X935      AGRESION CON DISPARO DE ARMA CORTA EN COMERCIO Y AREA SERVICIOS
X936,AGRESION CON DISPARO DE ARMA CORTA EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X936      AGRESION CON DISPARO DE ARMA CORTA EN AREA INDUSTRIAL Y CONSTRUCCION
X937,AGRESION CON DISPARO DE ARMA CORTA EN GRANJA,AGRESIONES,X937      AGRESION CON DISPARO DE ARMA CORTA EN GRANJA
X938,AGRESION CON DISPARO DE ARMA CORTA EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X938      AGRESION CON DISPARO DE ARMA CORTA EN OTRO LUGAR ESPECIFICADO
X939,AGRESION CON DISPARO DE ARMA CORTA EN LUGAR NO ESPECIFICADO,AGRESIONES,X939      AGRESION CON DISPARO DE ARMA CORTA EN LUGAR NO ESPECIFICADO
X94,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA,AGRESIONES,X94       AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA
X940,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN VIVIENDA,AGRESIONES,X940      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN VIVIENDA
X941,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN INSTITUCION RESIDENCIAL,AGRESIONES,X941      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN INSTITUCION RESIDENCIAL
X942,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X942      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X943,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X943      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN AREAS DEPORTE Y ATLETISMO
X944,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN CALLES Y CARRETERAS,AGRESIONES,X944      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN CALLES Y CARRETERAS
X945,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X945      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN COMERCIO Y AREA SERVICIOS
X946,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X946      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN AREA INDUSTRIAL Y CONSTRUCCION
X947,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN GRANJA,AGRESIONES,X947      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN GRANJA
X948,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X948      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN OTRO LUGAR ESPECIFICADO
X949,AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN LUGAR NO ESPECIFICADO,AGRESIONES,X949      AGRESION CON DISPARO DE RIFLE ESCOPETA Y ARMA LARGA EN LUGAR NO ESPECIFICADO
X95,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS,AGRESIONES,X95       AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS
X950,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN VIVIENDA,AGRESIONES,X950      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN VIVIENDA
X951,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN INSTITUCION RESIDENCIAL,AGRESIONES,X951      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN INSTITUCION RESIDENCIAL
X952,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X952      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X953,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN AREA DEPORTE Y ATLETISMO,AGRESIONES,X953      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN AREA DEPORTE Y ATLETISMO
X954,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN CALLES Y CARRETERAS,AGRESIONES,X954      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN CALLES Y CARRETERAS
X955,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X955      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN COMERCIO Y AREA SERVICIOS
X956,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X956      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN AREA INDUSTRIAL Y CONSTRUCCION
X957,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN GRANJA,AGRESIONES,X957      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN GRANJA
X958,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X958      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN OTRO LUGAR ESPECIFICADO
X959,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN LUGAR NO ESPECIFICADO,AGRESIONES,X959      AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS EN LUGAR NO ESPECIFICADO
X96,AGRESION CON MATERIAL EXPLOSIVO,AGRESIONES,X96       AGRESION CON MATERIAL EXPLOSIVO
X960,AGRESION CON MATERIAL EXPLOSIVO EN VIVIENDA,AGRESIONES,X960      AGRESION CON MATERIAL EXPLOSIVO EN VIVIENDA
X961,AGRESION CON MATERIAL EXPLOSIVO EN INSTITUCION RESIDENCIAL,AGRESIONES,X961      AGRESION CON MATERIAL EXPLOSIVO EN INSTITUCION RESIDENCIAL
X962,AGRESION CON MATERIAL EXPLOSIVO EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X962      AGRESION CON MATERIAL EXPLOSIVO EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X963,AGRESION CON MATERIAL EXPLOSIVO EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X963      AGRESION CON MATERIAL EXPLOSIVO EN AREAS DEPORTE Y ATLETISMO
X964,AGRESION CON MATERIAL EXPLOSIVO EN CALLES Y CARRETERAS,AGRESIONES,X964      AGRESION CON MATERIAL EXPLOSIVO EN CALLES Y CARRETERAS
X965,AGRESION CON MATERIAL EXPLOSIVO EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X965      AGRESION CON MATERIAL EXPLOSIVO EN COMERCIO Y AREA SERVICIOS
X966,AGRESION CON MATERIAL EXPLOSIVO EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X966      AGRESION CON MATERIAL EXPLOSIVO EN AREA INDUSTRIAL Y CONSTRUCCION
X967,AGRESION CON MATERIAL EXPLOSIVO EN GRANJA,AGRESIONES,X967      AGRESION CON MATERIAL EXPLOSIVO EN GRANJA
X968,AGRESION CON MATERIAL EXPLOSIVO EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X968      AGRESION CON MATERIAL EXPLOSIVO EN OTRO LUGAR ESPECIFICADO
X969,AGRESION CON MATERIAL EXPLOSIVO EN LUGAR NO ESPECIFICADO,AGRESIONES,X969      AGRESION CON MATERIAL EXPLOSIVO EN LUGAR NO ESPECIFICADO
X97,AGRESION CON HUMO FUEGO Y LLAMAS,AGRESIONES,X97       AGRESION CON HUMO FUEGO Y LLAMAS
X970,AGRESION CON HUMO FUEGO Y LLAMAS EN VIVIENDA,AGRESIONES,X970      AGRESION CON HUMO FUEGO Y LLAMAS EN VIVIENDA
X971,AGRESION CON HUMO FUEGO Y LLAMAS EN INSTITUCION RESIDENCIAL,AGRESIONES,X971      AGRESION CON HUMO FUEGO Y LLAMAS EN INSTITUCION RESIDENCIAL
X972,AGRESION CON HUMO FUEGO Y LLAMAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X972      AGRESION CON HUMO FUEGO Y LLAMAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X973,AGRESION CON HUMO FUEGO Y LLAMAS EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X973      AGRESION CON HUMO FUEGO Y LLAMAS EN AREAS DEPORTE Y ATLETISMO
X974,AGRESION CON HUMO FUEGO Y LLAMAS EN CALLES Y CARRETERAS,AGRESIONES,X974      AGRESION CON HUMO FUEGO Y LLAMAS EN CALLES Y CARRETERAS
X975,AGRESION CON HUMO FUEGO Y LLAMAS EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X975      AGRESION CON HUMO FUEGO Y LLAMAS EN COMERCIO Y AREA SERVICIOS
X976,AGRESION CON HUMO FUEGO Y LLAMAS EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X976      AGRESION CON HUMO FUEGO Y LLAMAS EN AREA INDUSTRIAL Y CONSTRUCCION
X977,AGRESION CON HUMO FUEGO Y LLAMAS EN GRANJA,AGRESIONES,X977      AGRESION CON HUMO FUEGO Y LLAMAS EN GRANJA
X978,AGRESION CON HUMO FUEGO Y LLAMAS EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X978      AGRESION CON HUMO FUEGO Y LLAMAS EN OTRO LUGAR ESPECIFICADO
X979,AGRESION CON HUMO FUEGO Y LLAMAS EN LUGAR NO ESPECIFICADO,AGRESIONES,X979      AGRESION CON HUMO FUEGO Y LLAMAS EN LUGAR NO ESPECIFICADO
X98,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES,AGRESIONES,X98       AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES
X980,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN VIVIENDA,AGRESIONES,X980      AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN VIVIENDA
X981,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN INSTUCION RESIDENCIAL,AGRESIONES,X981      AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN INSTUCION RESIDENCIAL
X982,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X982      AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X983,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN AREA DEPORTE Y ATLETISMO,AGRESIONES,X983      AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN AREA DEPORTE Y ATLETISMO
X984,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN CALLES Y CARRETERAS,AGRESIONES,X984      AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN CALLES Y CARRETERAS
X985,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN COMERCIO Y AREA SERVICIO,AGRESIONES,X985      AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN COMERCIO Y AREA SERVICIO
X986,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X986      AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN AREA INDUSTRIAL Y CONSTRUCCION
X987,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN GRANJA,AGRESIONES,X987      AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN GRANJA
X988,AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X988      AGRESION CON VAPOR DE AGUA VAPORES Y OBJETOS CALIENTES EN OTRO LUGAR ESPECIFICADO
X990,AGRESION CON OBJETO CORTANTE EN VIVIENDA,AGRESIONES,X990      AGRESION CON OBJETO CORTANTE EN VIVIENDA
X991,AGRESION CON OBJETO CORTANTE EN INSTITUCION RESIDENCIAL,AGRESIONES,X991      AGRESION CON OBJETO CORTANTE EN INSTITUCION RESIDENCIAL
X992,AGRESION CON OBJETO CORTANTE EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X992      AGRESION CON OBJETO CORTANTE EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X993,AGRESION CON OBJETO CORTANTE EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X993      AGRESION CON OBJETO CORTANTE EN AREAS DEPORTE Y ATLETISMO
X994,AGRESION CON OBJETO CORTANTE EN CALLES Y CARRETERAS,AGRESIONES,X994      AGRESION CON OBJETO CORTANTE EN CALLES Y CARRETERAS
X995,AGRESION CON OBJETO CORTANTE EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X995      AGRESION CON OBJETO CORTANTE EN COMERCIO Y AREA SERVICIOS
X996,AGRESION CON OBJETO CORTANTE EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X996      AGRESION CON OBJETO CORTANTE EN AREA INDUSTRIAL Y CONSTRUCCION
X997,AGRESION CON OBJETO CORTANTE EN GRANJA,AGRESIONES,X997      AGRESION CON OBJETO CORTANTE EN GRANJA
X998,AGRESION CON OBJETO CORTANTE EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X998      AGRESION CON OBJETO CORTANTE EN OTRO LUGAR ESPECIFICADO
X999,AGRESION CON OBJETO CORTANTE EN LUGAR NO ESPECIFICADO,AGRESIONES,X999      AGRESION CON OBJETO CORTANTE EN LUGAR NO ESPECIFICADO
Y128,ENVENENAMIENTO POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS ALUCINOGENOS NO CLASIFICADOS EN OTRA PARTE DE INTENCION NO DETERMINADA OTRO LUGAR ESPECIFICADO,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,Y128      ENVENENAMIENTO POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS ALUCINOGENOS NO CLASIFICADOS EN OTRA PARTE DE INTENCION NO DETERMINADA OTRO LUGAR ESPECIFICADO
Z00,EXAMEN GENERAL E INVESTIGACION DE PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z00       EXAMEN GENERAL E INVESTIGACION DE PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO
Z000,EXAMEN MEDICO GENERAL,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z000      EXAMEN MEDICO GENERAL
Z001,CONTROL DE SALUD DE RUTINA DEL NIÑO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z001      CONTROL DE SALUD DE RUTINA DEL NIÑO
Z002,EXAMEN DURANTE EL PERIODO DE CRECIMIENTO RAPIDO EN LA INFANCIA,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z002      EXAMEN DURANTE EL PERIODO DE CRECIMIENTO RAPIDO EN LA INFANCIA
Z003,EXAMEN DEL ESTADO DE DESARROLLO DEL ADOLESCENTE,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z003      EXAMEN DEL ESTADO DE DESARROLLO DEL ADOLESCENTE
Z004,EXAMEN PSIQUIATRICO GENERAL NO CLASIFICADO EN OTRA PARTE,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z004      EXAMEN PSIQUIATRICO GENERAL NO CLASIFICADO EN OTRA PARTE
Z005,EXAMEN DE DONANTE POTENCIAL DE ORGANO O TEJIDO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z005      EXAMEN DE DONANTE POTENCIAL DE ORGANO O TEJIDO
Z006,EXAMEN PARA COMPARACION Y CONTROL NORMALES EN PROGRAMA DE INVESTIGACION CLINICA,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z006      EXAMEN PARA COMPARACION Y CONTROL NORMALES EN PROGRAMA DE INVESTIGACION CLINICA
Z008,OTROS EXAMENES GENERALES,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z008      OTROS EXAMENES GENERALES
Z01,OTROS EXAMENES ESPECIALIALES E INVESTIGACIONES EN PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z01       OTROS EXAMENES ESPECIALIALES E INVESTIGACIONES EN PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO
Z010,EXAMEN DE OJOS Y DE LA VISION,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z010      EXAMEN DE OJOS Y DE LA VISION
Z011,EXAMEN DE OIDOS Y DE LA AUDICION,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z011      EXAMEN DE OIDOS Y DE LA AUDICION
Z012,EXAMEN ODONTOLOGICO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z012      EXAMEN ODONTOLOGICO
Z013,EXAMEN DE LA PRESION SANGUINEA,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z013      EXAMEN DE LA PRESION SANGUINEA
Z014,EXAMEN GINECOLOGICO GENERAL DE RUTINA,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z014      EXAMEN GINECOLOGICO GENERAL DE RUTINA
Z015,PRUEBAS DE SENSIBILIZACION Y DIAGNOSTICO CUTANEO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z015      PRUEBAS DE SENSIBILIZACION Y DIAGNOSTICO CUTANEO
Z016,EXAMEN RADIOLOGICO NO CLASIFICADO EN OTRA PARTE,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z016      EXAMEN RADIOLOGICO NO CLASIFICADO EN OTRA PARTE
Z017,EXAMEN DE LABORATORIO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z017      EXAMEN DE LABORATORIO
Z018,OTROS EXAMENES ESPECIALES ESPECIFICADOS,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z018      OTROS EXAMENES ESPECIALES ESPECIFICADOS
Z019,EXAMEN ESPECIAL NO ESPECIFICADO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z019      EXAMEN ESPECIAL NO ESPECIFICADO
Z02,EXAMENES Y CONTACTOS PARA FINES ADMINISTRATIVOS,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z02       EXAMENES Y CONTACTOS PARA FINES ADMINISTRATIVOS
Z020,EXAMEN PARA ADMISION A INSTITUCIONES EDUCATIVAS,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z020      EXAMEN PARA ADMISION A INSTITUCIONES EDUCATIVAS
Z021,EXAMEN PREEMPLEO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z021      EXAMEN PREEMPLEO
Z022,EXAMEN PARA ADMISION A INSTITUCIONES RESIDENCIALES,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z022      EXAMEN PARA ADMISION A INSTITUCIONES RESIDENCIALES
Z023,EXAMEN PARA RECLUTAMIENTO EN LAS FUERZAS ARMADAS,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z023      EXAMEN PARA RECLUTAMIENTO EN LAS FUERZAS ARMADAS
Z024,EXAMEN PARA OBTENCION DE LICENCIA DE CONDUCIR,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z024      EXAMEN PARA OBTENCION DE LICENCIA DE CONDUCIR
Z025,EXAMEN PARA PARTICIPACION EN COMPETENCIAS DEPORTIVAS,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z025      EXAMEN PARA PARTICIPACION EN COMPETENCIAS DEPORTIVAS
Z026,EXAMEN PARA FINES DE SEGUROS,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z026      EXAMEN PARA FINES DE SEGUROS
Z027,EXTENSION DE CERTIFICADO MEDICO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z027      EXTENSION DE CERTIFICADO MEDICO
Z028,OTROS EXAMENES PARA FINES ADMINISTRATIVOS,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z028      OTROS EXAMENES PARA FINES ADMINISTRATIVOS
Z029,EXAMEN PARA FINES ADMINISTRATIVOS NO ESPECIFICADO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z029      EXAMEN PARA FINES ADMINISTRATIVOS NO ESPECIFICADO
Z03,OBSERVACION Y EVALUACION MEDICAS POR SOSPECHA ENFERMEDADES AFECCIONES,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z03       OBSERVACION Y EVALUACION MEDICAS POR SOSPECHA ENFERMEDADES AFECCIONES
Z030,OBSERVACION POR SOSPECHA DE TUBERCULOSIS,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z030      OBSERVACION POR SOSPECHA DE TUBERCULOSIS
Z031,OBSERVACION POR SOSPECHA DE TUMOR MALIGNO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z031      OBSERVACION POR SOSPECHA DE TUMOR MALIGNO
Z032,OBSERVACION POR SOSPECHA DE TRASTORNO MENTAL Y DEL COMPORTAMIENTO,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACIÓN O EXÁMENES,Z032      OBSERVACION POR SOSPECHA DE TRASTORNO MENTAL Y DEL COMPORTAMIENTO
